8,Tehran,35.6893,51.3896
9,Tashkent,41.3123,69.2787
10,Sanaa,15.3539,44.2059
11,Phnom Penh,11.5683,104.9224
12,Naypyidaw,19.754,96.1345
13,Muscat,23.5882,58.3829
14,Manila,14.5949,120.9783
15,Male,4.178,73.5107
16,Lhasa,29.6554,91.1705
17,Kuwait City,29.3797,47.9734
18,Kathmandu,27.7083,85.3206
20,Islamabad,33.6938,73.0652
21,Dushanbe,38.5857,68.7604
22,Doha,25.2856,51.5264
23,Dhaka,23.7644,90.389
24,Colombo,6.9387,79.8541
25,Bishkek,42.8778,74.6067
26,Beirut,33.8892,35.5026
27,Bandar Seri Begawan,4.8895,114.9418
28,Baghdad,33.3062,44.3872
29,Astana,51.1282,71.4307
30,Ashgabat,37.9405,58.3823
31,Amman,31.9516,35.924
32,Manama,26.2235,50.5822
33,Tbilisi,41.6935,44.8014
34,Baku,40.3756,49.8328
35,Yerevan,40.1777,44.5126
36,Honolulu,21.3045,-157.8557
37,San Francisco,37.779,-122.4199
38,Orlando,28.5421,-81.379
39,Las Vegas,36.1673,-115.1485
40,Los Angeles,34.0537,-118.2428
41,Miami,25.7742,-80.1936
42,New York,40.7127,-74.006
43,Johannesburg,-26.205,28.0497
44,Dammam,26.4368,50.104
45,Riyadh,24.6389,46.716
48,Fukuoka,33.6251,130.618
50,Kyoto,35.021,135.7556
51,Osaka,34.6616,135.4999
52,Jerusalem,31.7788,35.2258
53,Batam,1.1031,104.0384
55,Kolkata,22.5726,88.3639
56,Jaipur,26.9155,75.819
57,Chennai,13.0837,80.2702
58,Hurghada,27.2226,33.8307
59,Beijing,39.9062,116.3913
60,Zhuhai,22.2737,113.5721
61,Guilin,25.2387,110.1751
62,Vancouver,49.2609,-123.114
63,Toronto,43.6535,-79.3839
64,Rio De Janeiro,-22.911,-43.2094
65,Buenos Aires,-34.6076,-58.4371
66,Bangalore,12.9768,77.5901
67,Krabi,8.1112,99.1097
68,Jeju,33.394,126.5627
69,Abu Dhabi,24.4538,54.3774
70,Auckland,-36.8521,174.7632
71,Cebu,10.2931,123.9021
72,Sydney,-33.8698,151.2083
73,Melbourne,-37.8142,144.9632
74,Marrakech,31.6258,-7.9892
75,Penang Island,5.4065,100.2559
76,Jakarta,-6.1754,106.8272
77,Ha Noi,21.0294,105.8544
78,Cairo,30.0444,31.2357
79,Johor Bahru,1.5036,103.7496
80,Denpasar,-8.6525,115.2191
81,Ho Chi Minh,10.7765,106.7019
82,Shanghai,31.2323,121.4692
83,Seoul,37.5667,126.9783
84,Medina,24.4712,39.6111
85,Guangzhou,23.1302,113.2593
86,Mecca,21.4208,39.8269
87,Taipei,25.0375,121.5637
88,Pattaya,12.9367,100.8865
89,Tokyo,35.6813,139.7577
90,Phuket,7.9366,98.3529
91,Mumbai,19.0785,72.8782
92,Shenzhen,22.5446,114.0545
93,Delhi,28.6517,77.2219
94,Kuala Lumpur,3.1517,101.6942
95,Dubai,25.0743,55.1885
96,Singapore,1.3571,103.8195
97,Macau,22.1899,113.538
98,Bangkok,13.7525,100.4935
99,Hong Kong,22.2793,114.1628
100,Antwerp,51.2211,4.3997
101,Aberdeen,57.1482,-2.0928
102,Augsburg,48.3668,10.8987
103,Alexandroupoli,40.8457,25.8779
104,Athens,37.9839,23.7283
105,Alicante,38.3436,-0.4882
106,Almeria,36.8414,-2.4628
107,Aalborg,57.0463,9.9215
108,Aarhus,56.1496,10.2134
109,Ancona,43.4801,13.2188
111,Amsterdam,52.3731,4.8925
112,Alanya,36.5437,32.0019
113,Ankara,39.9208,32.854
114,Antalya,36.8873,30.7075
115,Altenrhein,47.4904,9.5541
116,Brussels,50.8466,4.3517
117,Burgas,42.4446,27.2083
118,Banja Luka,44.7721,17.1918
119,Belfast,54.5964,-5.9302
120,Birmingham,52.4797,-1.9027
121,Bournemouth,50.7201,-1.8799
122,Bristol,51.4538,-2.5973
123,Budapest,47.4814,19.1461
124,Berlin,52.517,13.3889
126,Bremen,53.0758,8.8072
127,Billund,55.7247,9.1196
128,Barcelona,41.3829,2.1774
129,Bilbao,43.263,-2.935
130,Bologna,44.4938,11.3426
131,Bergen,60.3943,5.3259
132,Bodo,67.3095,13.9154
134,Bucharest,44.4361,26.1027
135,Belgrade,44.8178,20.4569
136,Bratislava,48.1517,17.1093
137,Bordeaux,44.8412,-0.58
139,Brno,49.1922,16.6113
140,Basel,47.5581,7.5878
141,Bern,46.9483,7.4515
142,Cardiff,51.4817,-3.1792
145,Cologne,50.9384,6.96
146,Corfu,39.5913,19.8596
147,Copenhagen,55.6867,12.5701
150,Cork,51.8971,-8.4655
151,Cagliari,39.2172,9.1133
152,Catania,37.5024,15.0874
153,Cluj-Napoca,46.7694,23.59
154,Clermont-Ferrand,45.7775,3.0819
155,Chambery,45.5663,5.9204
156,Cherbourg,49.6425,-1.625
158,Doncaster,53.5228,-1.1335
159,Dortmund,51.5142,7.4653
160,Dresden,51.0493,13.7381
161,Dusseldorf,51.2254,6.7763
162,Dublin,53.3498,-6.2603
163,Dalaman,36.8126,28.8799
164,Dubrovnik,42.6487,18.0947
165,East Midlands,52.7966,-0.6718
166,Edinburgh,55.9533,-3.1884
167,Exeter,50.7256,-3.5269
169,Esbjerg,55.4665,8.4521
171,Eilat,29.5569,34.9498
172,Eindhoven,51.4486,5.4501
174,Frankfurt,50.1106,8.6821
175,Friedrichshafen,47.65,9.4801
176,Fuerteventura,28.4004,-14.0049
177,Florence,43.7699,11.2556
178,Floro,61.6003,5.035
179,Faro,37.0163,-7.9352
180,Funchal,32.6496,-16.9087
181,Graz,47.0709,15.4383
183,Guernsey,57.167,-7.3747
184,Glasgow,55.8606,-4.2498
186,Granada,37.1735,-3.5995
187,Girona,41.9793,2.8199
189,Genoa,44.4073,8.9339
190,Groningen,53.2191,6.568
191,Gdansk,54.3707,18.613
192,Geneva,46.2018,6.1466
193,Gothenburg,57.7072,11.967
194,Humberside,51.2379,-0.7411
196,Hamburg,53.5503,10.0007
197,Hannover,52.3745,9.7386
200,Heraklion,35.3391,25.1333
201,Helsinki,60.1675,24.9427
202,Innsbruck,47.2654,11.3928
203,Inverness,57.479,-4.2257
204,Debrecen,47.5314,21.626
205,Ibiza,38.9744,1.4197
206,Izmir,38.4225,27.1311
207,Istanbul,41.0092,28.9662
208,Jonkoping,57.7826,14.1657
209,Klagenfurt,46.6239,14.3076
210,Karlsruhe,49.0069,8.4034
211,Kortrijk,50.8276,3.266
212,Kaunas,54.8982,23.9045
213,Katowice,50.2599,19.0216
214,Krakow,50.0619,19.9369
215,Kosice,48.7172,21.2497
216,Karlovy Vary,50.2306,12.8701
217,Karlstad,59.3809,13.5028
218,Kuressaare,58.2528,22.4849
219,Linz,48.3059,14.2862
220,Liege,50.6451,5.5736
222,Liverpool,53.4072,-2.9917
224,Leeds,53.7974,-1.5438
225,London,51.5073,-0.1277
227,Lanzarote,29.0397,-13.6363
228,Las Palmas de Gran Canaria,28.1289,-15.4349
230,Lamezia Terme,38.9645,16.3021
231,Larnaca,34.9236,33.6236
232,Liepaja,56.5048,21.0071
233,Luxembourg,49.6113,6.1298
235,Lisbon,38.7078,-9.1366
236,Ljubljana,46.05,14.5069
237,Lappeenranta,61.0584,28.1863
239,Lille,50.6366,3.0635
240,Lyon,45.7578,4.832
241,Lugano,46.005,8.952
242,Lulea,65.5831,22.146
243,Manchester,53.4795,-2.2451
244,Mannheim,49.4893,8.4673
245,Memmingen,47.9868,10.1813
246,Munster,51.9625,7.6252
247,Munich,48.1371,11.5754
248,Madrid,40.4167,-3.7036
249,Malaga,36.7213,-4.4216
250,Mahon,39.8895,4.2662
251,Murcia,37.9924,-1.1305
252,Milan,45.4642,9.1896
253,Malta,35.8886,14.4477
255,Maastricht,50.858,5.697
257,Milas,37.2742,27.778
259,Marseille,43.2962,5.37
260,Metz,49.1197,6.1764
261,Montpellier,43.6112,3.8767
262,Malmö,55.6053,13.0002
263,Norwich,52.6286,1.2924
264,Newcastle,54.9738,-1.6132
265,Newquay,50.4134,-5.0849
266,Nuremberg,49.4539,11.0773
267,Naples,40.8359,14.2488
268,Constanta,44.1767,28.6508
269,Nantes,47.2186,-1.5541
270,Nice,43.7009,7.2684
271,Norrkoping,58.5909,16.1904
272,Ostend,51.2259,2.9195
273,Alderney,50.7461,-1.942
274,Oviedo,43.3604,-5.8451
275,Olbia,40.9233,9.5027
276,Ohrid,41.117,20.8017
277,Oslo,59.9133,10.739
279,Ostrava,49.8349,18.282
280,Plovdiv,42.1419,24.7499
281,Plymouth,50.3713,-4.1426
282,Paderborn,51.719,8.7649
283,Rostock,54.0924,12.1286
284,Palma de Mallorca,39.5696,2.6501
285,Palermo,38.1112,13.3524
286,Pescara,42.3103,13.9576
287,Pisa,43.7159,10.4019
288,Paphos,34.7744,32.4232
289,Palanga,55.923,21.0683
290,Ponta Delgada,37.7476,-25.6727
291,Porto,41.1495,-8.6108
292,Poprad,49.0542,20.2976
293,Paris,48.8589,2.32
294,Pula,44.8702,13.8455
295,Podgorica,42.4415,19.2621
296,Pardubice,50.0386,15.7791
297,Prague,50.0875,14.4213
299,Rhodes,36.1726,27.9194
300,Reykjavik,64.146,-21.9422
301,Reus,41.1556,1.1076
302,Rijeka,45.3268,14.4422
303,Rome,41.8933,12.4829
304,Rimini,43.9471,12.6308
305,Riga,56.9494,24.1052
306,Rotterdam,51.9244,4.4778
307,Ronneby,56.3,15.2833
308,Salzburg,47.7981,13.0465
309,Sofia,42.6977,23.3217
310,Sarajevo,43.852,18.3867
311,Southampton,50.9025,-1.4042
312,Swansea,51.6196,-3.9459
314,Poznan,52.4007,16.9197
315,Saarbrucken,49.2344,6.9964
316,Stuttgart,48.7784,9.18
317,Thira,36.4149,25.4325
318,Shannon,52.7093,-8.8769
319,Salamanca,40.9652,-5.664
320,Santiago de Compostela,42.8804,-8.5459
321,Sevilla,37.3886,-5.9953
323,Skopje,41.9962,21.4319
325,Stavanger,58.97,5.7318
326,Strasbourg,48.5846,7.7507
327,Split,43.5116,16.44
329,Stockholm,59.3251,18.0711
330,Tirana,41.3305,19.8256
331,Thessaloniki,40.6403,22.9353
332,Tenerife,28.2936,-16.6214
334,Trieste,45.6496,13.7773
335,Turin,45.0678,7.6825
336,Tel-Aviv,32.0853,34.7818
337,Terceira,38.7212,-27.2176
338,Timisoara,45.7538,21.2257
339,Trabzon,41.0062,39.7258
340,Tampere,61.498,23.7603
341,Turku,60.4518,22.2671
342,Toulouse,43.6045,1.4442
343,Tivat,42.4304,18.6988
345,Tallinn,59.4372,24.7454
346,Tartu,58.3801,26.7224
347,Umea,63.8257,20.2631
348,Vienna,48.2084,16.3725
349,Varna,43.2074,27.9167
351,Valencia,39.4697,-0.3763
352,Valladolid,41.6521,-4.7286
353,Venice,45.4372,12.3346
354,Verona,45.4385,10.9924
356,Vilnius,54.687,25.2829
357,Iasi,47.1615,27.5837
358,Vaxjo,56.8787,14.8094
359,Visby,57.6379,18.298
362,Westerland,54.9065,8.3072
364,Warsaw,52.232,21.0067
365,Wroclaw,51.109,17.0327
366,Zweibrücken,49.2487,7.3642
367,Zaragoza,41.6521,-0.8809
368,Zagreb,45.8426,15.9622
369,Zadar,44.1169,15.2353
370,Zürich,47.3744,8.541
371,Chisinau,47.0245,28.8323
546,Pristina,42.6639,21.1641
547,Thimphu,27.4714,89.6337
548,Ulaanbaatar,47.9185,106.9177
550,Agartala,23.8312,91.2824
551,Agra,27.1753,78.0098
552,Ahmedabad,23.0216,72.5797
553,Aizawl,23.7435,92.7383
554,Allahabad,25.4381,81.8338
626,Thiruvananthapuram,8.4882,76.9476
663,Chicago,41.8756,-87.6244
